"list_id","child_id","wishes","submitted_date"
902,603,"{""colors"":[""Blue"",""Purple""],""first_choice"":""Board games"",""second_choice"":""Jump ropes""}",2024-11-05 00:00:00.000
903,360,"{""colors"":[""Blue"",""Green"",""Green"",""Black"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Toy trucks""}",2024-05-13 00:00:00.000
904,157,"{""colors"":[""Orange"",""Green"",""Brown"",""Green""],""first_choice"":""Toy trucks"",""second_choice"":""Toy musical instruments""}",2024-10-21 00:00:00.000
905,855,"{""colors"":[""Purple"",""Red"",""Black"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Remote control cars""}",2024-11-08 00:00:00.000
906,102,"{""colors"":[""White""],""first_choice"":""Yo-yos"",""second_choice"":""Building blocks""}",2024-10-16 00:00:00.000
907,459,"{""colors"":[""Black"",""Purple""],""first_choice"":""Toy trains"",""second_choice"":""Building sets""}",2024-06-07 00:00:00.000
908,523,"{""colors"":[""Orange"",""Green"",""Orange"",""Blue""],""first_choice"":""Rubiks cubes"",""second_choice"":""Yo-yos""}",2024-06-02 00:00:00.000
909,337,"{""colors"":[""Yellow"",""Black""],""first_choice"":""Barbie dolls"",""second_choice"":""Toy musical instruments""}",2024-07-12 00:00:00.000
910,749,"{""colors"":[""Purple"",""Purple""],""first_choice"":""Yo-yos"",""second_choice"":""Board games""}",2024-01-31 00:00:00.000
911,162,"{""colors"":[""Orange"",""Pink"",""White"",""Yellow"",""Orange""],""first_choice"":""Hula hoops"",""second_choice"":""Building blocks""}",2024-10-25 00:00:00.000
912,866,"{""colors"":[""White"",""White"",""White"",""Purple""],""first_choice"":""Action figures"",""second_choice"":""Jigsaw puzzles""}",2024-03-27 00:00:00.000
913,434,"{""colors"":[""Green""],""first_choice"":""Board games"",""second_choice"":""Rubiks cubes""}",2024-07-22 00:00:00.000
914,342,"{""colors"":[""Red"",""Yellow"",""Red"",""Brown"",""Red""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Dollhouses""}",2024-11-18 00:00:00.000
915,232,"{""colors"":[""Yellow"",""Black"",""Yellow"",""Blue""],""first_choice"":""Toy trucks"",""second_choice"":""Rubiks cubes""}",2024-02-20 00:00:00.000
916,58,"{""colors"":[""Green"",""Purple"",""White""],""first_choice"":""Teddy bears"",""second_choice"":""Toy kitchen sets""}",2024-06-08 00:00:00.000
917,896,"{""colors"":[""White"",""White"",""Blue""],""first_choice"":""Building sets"",""second_choice"":""Action figures""}",2024-04-22 00:00:00.000
918,640,"{""colors"":[""Pink"",""White""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Play-Doh""}",2024-12-01 00:00:00.000
919,519,"{""colors"":[""Green"",""Brown"",""Red"",""Green"",""Purple""],""first_choice"":""Toy trains"",""second_choice"":""Toy trucks""}",2024-12-19 00:00:00.000
920,455,"{""colors"":[""Blue"",""Pink"",""Blue"",""Purple""],""first_choice"":""Hula hoops"",""second_choice"":""Yo-yos""}",2024-06-09 00:00:00.000
921,365,"{""colors"":[""Pink"",""Blue""],""first_choice"":""Toy musical instruments"",""second_choice"":""Action figures""}",2024-09-02 00:00:00.000
922,914,"{""colors"":[""White"",""Pink"",""Brown"",""Green""],""first_choice"":""Jump ropes"",""second_choice"":""Remote control cars""}",2024-06-09 00:00:00.000
923,322,"{""colors"":[""Purple""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Board games""}",2024-05-19 00:00:00.000
924,752,"{""colors"":[""White"",""Purple"",""Yellow"",""Purple"",""Blue""],""first_choice"":""Stuffed animals"",""second_choice"":""Jump ropes""}",2024-03-30 00:00:00.000
925,566,"{""colors"":[""Pink"",""Black""],""first_choice"":""Building sets"",""second_choice"":""Play-Doh""}",2024-06-17 00:00:00.000
926,335,"{""colors"":[""Orange"",""Blue"",""Brown""],""first_choice"":""Stuffed animals"",""second_choice"":""Building sets""}",2024-03-24 00:00:00.000
927,15,"{""colors"":[""Green"",""Red"",""Orange"",""Purple"",""Orange""],""first_choice"":""Hula hoops"",""second_choice"":""Toy musical instruments""}",2024-08-17 00:00:00.000
928,901,"{""colors"":[""Brown""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy musical instruments""}",2024-02-28 00:00:00.000
929,858,"{""colors"":[""Yellow"",""Red"",""Brown""],""first_choice"":""Dollhouses"",""second_choice"":""Play-Doh""}",2024-10-03 00:00:00.000
930,940,"{""colors"":[""Pink"",""Brown"",""Black"",""Pink""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jump ropes""}",2024-06-20 00:00:00.000
931,995,"{""colors"":[""Brown"",""Pink""],""first_choice"":""Stuffed animals"",""second_choice"":""Toy kitchen sets""}",2024-02-24 00:00:00.000
932,864,"{""colors"":[""Yellow"",""Pink"",""Yellow"",""White"",""Black""],""first_choice"":""Toy trains"",""second_choice"":""Yo-yos""}",2024-12-04 00:00:00.000
933,105,"{""colors"":[""Brown"",""White"",""Yellow"",""Green""],""first_choice"":""Building blocks"",""second_choice"":""Dollhouses""}",2024-02-26 00:00:00.000
934,515,"{""colors"":[""Blue"",""Purple"",""Pink"",""White"",""Orange""],""first_choice"":""Yo-yos"",""second_choice"":""Building blocks""}",2024-09-12 00:00:00.000
935,652,"{""colors"":[""Black"",""White"",""Brown"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Board games""}",2024-03-20 00:00:00.000
936,628,"{""colors"":[""Pink""],""first_choice"":""Building blocks"",""second_choice"":""Jump ropes""}",2024-04-13 00:00:00.000
937,538,"{""colors"":[""Pink""],""first_choice"":""Toy trucks"",""second_choice"":""Toy trucks""}",2024-08-22 00:00:00.000
938,721,"{""colors"":[""Red"",""Pink"",""Yellow"",""Yellow""],""first_choice"":""Yo-yos"",""second_choice"":""Board games""}",2024-10-19 00:00:00.000
939,41,"{""colors"":[""Yellow"",""Blue"",""White""],""first_choice"":""Remote control cars"",""second_choice"":""Jigsaw puzzles""}",2024-02-03 00:00:00.000
940,519,"{""colors"":[""White"",""Black"",""Blue""],""first_choice"":""Barbie dolls"",""second_choice"":""Jigsaw puzzles""}",2024-01-21 00:00:00.000
941,877,"{""colors"":[""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Rubiks cubes""}",2024-06-09 00:00:00.000
942,936,"{""colors"":[""Green"",""Green""],""first_choice"":""Remote control cars"",""second_choice"":""Yo-yos""}",2024-10-10 00:00:00.000
943,591,"{""colors"":[""Orange""],""first_choice"":""Hula hoops"",""second_choice"":""Jigsaw puzzles""}",2024-01-07 00:00:00.000
944,339,"{""colors"":[""Yellow""],""first_choice"":""LEGO blocks"",""second_choice"":""Toy trucks""}",2024-05-28 00:00:00.000
945,122,"{""colors"":[""Blue"",""Black""],""first_choice"":""Board games"",""second_choice"":""Teddy bears""}",2024-08-30 00:00:00.000
946,901,"{""colors"":[""White"",""Brown""],""first_choice"":""Toy trains"",""second_choice"":""Toy kitchen sets""}",2024-08-27 00:00:00.000
947,576,"{""colors"":[""Black"",""Brown"",""Green"",""Pink"",""Black""],""first_choice"":""Barbie dolls"",""second_choice"":""Toy musical instruments""}",2024-03-19 00:00:00.000
948,100,"{""colors"":[""Pink"",""Black"",""Blue"",""Orange"",""Orange""],""first_choice"":""Stuffed animals"",""second_choice"":""Rubiks cubes""}",2024-11-13 00:00:00.000
949,984,"{""colors"":[""White"",""Yellow"",""Black"",""Brown""],""first_choice"":""Teddy bears"",""second_choice"":""LEGO blocks""}",2024-01-10 00:00:00.000
950,624,"{""colors"":[""Yellow"",""Blue"",""Black"",""Red""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""Dollhouses""}",2024-07-01 00:00:00.000
951,318,"{""colors"":[""Green"",""Blue"",""Brown""],""first_choice"":""Board games"",""second_choice"":""LEGO blocks""}",2024-04-10 00:00:00.000
952,897,"{""colors"":[""Red"",""Orange""],""first_choice"":""Remote control cars"",""second_choice"":""Building blocks""}",2024-08-21 00:00:00.000
953,325,"{""colors"":[""White"",""Yellow"",""Yellow"",""Yellow"",""Pink""],""first_choice"":""Play-Doh"",""second_choice"":""Teddy bears""}",2024-03-21 00:00:00.000
954,941,"{""colors"":[""Green"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Play-Doh""}",2024-03-21 00:00:00.000
955,459,"{""colors"":[""Orange""],""first_choice"":""Building sets"",""second_choice"":""Action figures""}",2024-05-19 00:00:00.000
956,518,"{""colors"":[""Purple"",""Green"",""Black""],""first_choice"":""Building sets"",""second_choice"":""Yo-yos""}",2024-08-05 00:00:00.000
957,186,"{""colors"":[""Green"",""Green""],""first_choice"":""Toy trucks"",""second_choice"":""Barbie dolls""}",2024-03-07 00:00:00.000
958,618,"{""colors"":[""Orange""],""first_choice"":""Rubiks cubes"",""second_choice"":""Jump ropes""}",2024-03-30 00:00:00.000
959,424,"{""colors"":[""White""],""first_choice"":""Toy trains"",""second_choice"":""Toy trucks""}",2024-06-11 00:00:00.000
960,195,"{""colors"":[""Orange"",""Brown"",""Yellow"",""Blue"",""Red""],""first_choice"":""Rubiks cubes"",""second_choice"":""Building blocks""}",2024-10-21 00:00:00.000
961,519,"{""colors"":[""Blue"",""Blue"",""Red"",""Yellow"",""Brown""],""first_choice"":""LEGO blocks"",""second_choice"":""Building sets""}",2024-04-15 00:00:00.000
962,19,"{""colors"":[""Brown"",""White"",""Blue""],""first_choice"":""Jump ropes"",""second_choice"":""Dollhouses""}",2024-04-09 00:00:00.000
963,314,"{""colors"":[""Black"",""Yellow"",""Purple"",""Blue""],""first_choice"":""Board games"",""second_choice"":""Toy musical instruments""}",2024-07-22 00:00:00.000
964,64,"{""colors"":[""Red"",""Red"",""Blue"",""Black"",""Green""],""first_choice"":""Toy trucks"",""second_choice"":""Remote control cars""}",2024-07-12 00:00:00.000
965,884,"{""colors"":[""Green"",""Brown"",""Green"",""Green"",""Blue""],""first_choice"":""Yo-yos"",""second_choice"":""Hula hoops""}",2024-04-11 00:00:00.000
966,953,"{""colors"":[""Black"",""Orange"",""Pink""],""first_choice"":""Hula hoops"",""second_choice"":""Building blocks""}",2024-10-27 00:00:00.000
967,839,"{""colors"":[""Blue"",""White"",""Pink""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Dollhouses""}",2024-07-11 00:00:00.000
968,139,"{""colors"":[""Blue"",""Black""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Jigsaw puzzles""}",2024-08-22 00:00:00.000
969,164,"{""colors"":[""Green"",""Pink""],""first_choice"":""Building sets"",""second_choice"":""Toy musical instruments""}",2024-03-13 00:00:00.000
970,286,"{""colors"":[""Black"",""Pink"",""Brown"",""Brown""],""first_choice"":""Play-Doh"",""second_choice"":""Teddy bears""}",2024-06-03 00:00:00.000
971,752,"{""colors"":[""Pink"",""Red"",""Red"",""Red"",""White""],""first_choice"":""Toy trucks"",""second_choice"":""Yo-yos""}",2024-09-14 00:00:00.000
972,977,"{""colors"":[""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Action figures""}",2024-05-04 00:00:00.000
973,710,"{""colors"":[""Yellow"",""Pink"",""Yellow"",""Orange""],""first_choice"":""Building sets"",""second_choice"":""Action figures""}",2024-01-07 00:00:00.000
974,615,"{""colors"":[""Red"",""Orange"",""Blue""],""first_choice"":""Jigsaw puzzles"",""second_choice"":""LEGO blocks""}",2024-07-29 00:00:00.000
975,26,"{""colors"":[""Yellow"",""Yellow""],""first_choice"":""Toy musical instruments"",""second_choice"":""Jump ropes""}",2024-01-27 00:00:00.000
976,530,"{""colors"":[""Purple"",""Brown"",""Brown"",""Orange""],""first_choice"":""Barbie dolls"",""second_choice"":""Rubiks cubes""}",2024-04-12 00:00:00.000
977,7,"{""colors"":[""Yellow"",""Green"",""Blue"",""Black""],""first_choice"":""Toy trucks"",""second_choice"":""Toy kitchen sets""}",2024-06-13 00:00:00.000
978,230,"{""colors"":[""Green"",""Blue"",""Blue"",""Brown""],""first_choice"":""Rubiks cubes"",""second_choice"":""LEGO blocks""}",2024-01-11 00:00:00.000
979,77,"{""colors"":[""Blue"",""Yellow""],""first_choice"":""LEGO blocks"",""second_choice"":""Toy trucks""}",2024-05-31 00:00:00.000
980,151,"{""colors"":[""White"",""Red"",""Orange"",""Blue""],""first_choice"":""Remote control cars"",""second_choice"":""Barbie dolls""}",2024-10-22 00:00:00.000
981,264,"{""colors"":[""White""],""first_choice"":""Remote control cars"",""second_choice"":""Play-Doh""}",2024-03-14 00:00:00.000
982,852,"{""colors"":[""Blue"",""Brown"",""Pink"",""Purple"",""Brown""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy musical instruments""}",2024-09-25 00:00:00.000
983,692,"{""colors"":[""Yellow"",""Red"",""Red"",""Orange""],""first_choice"":""Play-Doh"",""second_choice"":""Barbie dolls""}",2024-09-28 00:00:00.000
984,390,"{""colors"":[""Green"",""Green"",""Yellow"",""Red""],""first_choice"":""Toy kitchen sets"",""second_choice"":""Stuffed animals""}",2024-10-21 00:00:00.000
985,137,"{""colors"":[""Blue"",""Green"",""Green""],""first_choice"":""Toy musical instruments"",""second_choice"":""Remote control cars""}",2024-06-08 00:00:00.000
986,155,"{""colors"":[""Pink"",""Pink"",""Black""],""first_choice"":""Building blocks"",""second_choice"":""Toy trucks""}",2024-05-17 00:00:00.000
987,266,"{""colors"":[""Pink""],""first_choice"":""Action figures"",""second_choice"":""Building sets""}",2024-07-02 00:00:00.000
988,301,"{""colors"":[""Black"",""Brown"",""Red""],""first_choice"":""LEGO blocks"",""second_choice"":""LEGO blocks""}",2024-11-11 00:00:00.000
989,657,"{""colors"":[""Brown"",""Pink""],""first_choice"":""Toy trains"",""second_choice"":""Play-Doh""}",2024-09-05 00:00:00.000
990,869,"{""colors"":[""Purple"",""Orange"",""Brown"",""Yellow"",""Black""],""first_choice"":""Dollhouses"",""second_choice"":""Remote control cars""}",2024-03-09 00:00:00.000
991,960,"{""colors"":[""Yellow"",""Yellow"",""Black"",""Pink""],""first_choice"":""Hula hoops"",""second_choice"":""Rubiks cubes""}",2024-11-03 00:00:00.000
992,824,"{""colors"":[""Red"",""Orange"",""Brown""],""first_choice"":""Building sets"",""second_choice"":""Yo-yos""}",2024-09-30 00:00:00.000
993,575,"{""colors"":[""Yellow"",""Purple"",""Yellow""],""first_choice"":""Play-Doh"",""second_choice"":""Stuffed animals""}",2024-04-01 00:00:00.000
994,45,"{""colors"":[""White"",""Yellow"",""Red""],""first_choice"":""Toy trucks"",""second_choice"":""Remote control cars""}",2024-01-31 00:00:00.000
995,445,"{""colors"":[""Red"",""Green"",""Orange"",""Black""],""first_choice"":""Yo-yos"",""second_choice"":""Building sets""}",2024-02-03 00:00:00.000
996,19,"{""colors"":[""Yellow"",""Purple""],""first_choice"":""Toy musical instruments"",""second_choice"":""Toy musical instruments""}",2024-07-19 00:00:00.000
997,416,"{""colors"":[""Orange"",""Black""],""first_choice"":""Toy trains"",""second_choice"":""Play-Doh""}",2024-03-20 00:00:00.000
998,557,"{""colors"":[""Red"",""Red""],""first_choice"":""LEGO blocks"",""second_choice"":""Barbie dolls""}",2024-08-26 00:00:00.000
999,764,"{""colors"":[""Green"",""Red"",""Brown"",""Red"",""Brown""],""first_choice"":""Stuffed animals"",""second_choice"":""Barbie dolls""}",2024-05-09 00:00:00.000
1000,322,"{""colors"":[""Red"",""Red""],""first_choice"":""Building sets"",""second_choice"":""Toy trains""}",2024-09-08 00:00:00.000
